Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
57360;Communes;Kerbach;Transition écologique;Installation d'une borne de recharge pour véhicule électrique;12 630,14 €;7 578,00 €;60,00%;49.16352;6.967476
15108;Communes;VAL D'ARCOMIE;Transition écologique;Rénovation bâtiment ancienne poste de Faverolles;12 649,00 €;6 325,00 €;50,00%;44.935653;3.146973
15237;Communes;TIVIERS;Transition écologique;Remplacement portes et fenêtres du logement communal;12 702,00 €;3 810,00 €;30,00%;45.071;3.182
60165;Communes;LE COUDRAY SUR THELLE;Transition écologique;Réfection de la grande salle de la mairie (fenêtres, isolation, …);12 705,46 €;5 082,18 €;40,00%;49.30462;2.123269
80284;Communes;Esmery Hallon;Transition écologique;changement de la chaudière dans le logement communal;12 715,64 €;10 172,51 €;80,00%;49.716984;3.011048
15112;Communes;MALBO;Préservation du patrimoine;réfection et mise en sécurité de la toiture de l'église;12 759,00 €;6 379,00 €;50,00%;44.972652;2.758253
8220;Communes;GIVRON;Transition écologique;Rénovation du bâtiment communal;12 830,00 €;6 415,00 €;50,00%;49.649837;4.290683
76255;Communes;EU;Hors thématiques DSIL relance;installation de caméras de vidéoprotection;12 870,95 €;3 861,29 €;30,00%;50.039542;1.423894
19004;Communes;Albussac;Transition écologique;rénovation thermique d’un logement;12 882,00 €;6 441,00 €;50,00%;45.136533;1.823511
33223;Communes;Landerrouat;Transition écologique;Mise en place d’une pompe à chaleur air/eau dans un logement communal;13 094,91 €;7 856,94 €;60,00%;44.742856;0.158467
62700;Communes;REGNAUVILLE;Transition écologique;Travaux d’accessibilité au cimetière et à l’église pour les PMR;13 243,00 €;3 310,75 €;25,00%;50.314268;2.010049
33182;Communes;Gauriac;Préservation du patrimoine;Acquisition de 2 déshumidificateurs pour l’église de Gauriac;13 256,00 €;10 604,80 €;80,00%;45.068233;-0.618941
1034;Communes;Belley;Transition écologique;Rénovation de la toiture terrase de l’école maternelle de la Rodette;13 270,00 €;5 308,00 €;40,00%;45.753993;5.688585
8348;Communes;PUISEUX;Transition écologique;Rénovation de l’éclairage public;13 390,00 €;6 695,00 €;50,00%;49.592045;4.540152
62090;Communes;BEALENCOURT;Transition écologique;Travaux de réfection de chauffage et d’électricité de l’Église;13 696,20 €;2 082,38 €;15,20%;50.434826;2.121867
60178;Communes;CREVECOEUR LE GRAND;Préservation du patrimoine;Travaux de restauration de deux cadrans solaires (église Saint Nicolas et bibliothèque);13 700,00 €;4 105,00 €;29,96%;49.61355;2.079481
28368;Communes;Saucelle;Transition écologique;Remplacement de l’éclairage public;13 800,00 €;6 900,00 €;50,00%;48.632635;1.031004
245400676;EPCI;Métropole du Grand Nancy;Transition écologique;Travaux de sécurité et d’aménagement des réserves de la collection du Musée de l’Histoire du Fer;13 897,00 €;5 558,00 €;39,99%;48.68577072060076;6.174882212446671
35227;Communes;PLEUMELEUC;Transition écologique;Rénovation énergétique de l’éclairage de la salle de sports;13 975,00 €;11 000,00 €;78,71%;48.17867;-1.892421
35215;Communes;PARIGNE;Transition écologique;Rénovation énergétique du commerce en centre bourg;14 004,14 €;11 203,31 €;80,00%;48.424637;-1.193204
52121;Communes;CHAUMONT;Préservation du patrimoine;Alimentation en eau des jardins familiaux;14 107,00 €;7 054,00 €;50,00%;48.099428123483737;5.129315
28220;Communes;Luisant;Transition écologique;Acquisition d’une citerne souple;14 210,00 €;5 700,00 €;40,11%;48.4264442;1.4660182
60663;Communes;VELENNES;Transition écologique;Remplacement de l’ensemble des fenêtres dans l’ancienne école en cours de réhabilitation (bibliothèque et espace communal);14 213,02 €;5 685,21 €;40,00%;49.473766;2.18115
1,55707E+13;EPCI;communauté de communes du Pays de Mauriac;Transition écologique;installation d’une chaudière à hautes performances à la médiathèque;14 221,00 €;8 532,00 €;60,00%;45.21844398426063;2.3321406312905006
16203;Communes;Mainzac;Transition écologique;Travaux d’amélioration thermique et rénovation des sanitaires de la salle communale;14 229,56 €;4 981,00 €;35,00%;45.552411;0.482223
35275;Communes;SAINT-GILLES;Transition écologique;Rénovation et réhabilitation des menuiseries des bâtiments communaux;14 297,00 €;7 100,00 €;49,66%;48.154524;-1.842984
40282;Communes;Saint Sever;Préservation du patrimoine;Réhabilitation de la toiture du cloître de l’abbaye;14 302,00 €;5 721,00 €;40,00%;43.763107;-0.557903
33449;Communes;Saint Medard en Jalles;Préservation du patrimoine;Traitement de la charpente de l’église contre les termites;14 508,00 €;11 606,40 €;80,00%;44.891627;-0.761713
16226;Communes;Montignac sur Charente;Préservation du patrimoine;"Mise en sécurisation et rénovation des 
Remparts - phase 1";14 580,00 €;11 664,00 €;80,00%;45.782299;0.12445
42001;Communes;Mairie d'Aboën;Transition écologique;Mise aux normes et sécurisation d’un local communal;14 697,00 €;4 409,00 €;30,00%;45.415157;4.140187
87097;Communes;Val d’Issoire ;Résilience sanitaire;Extension du SAS d’entrée de la maison médicale;14 722,12 €;4 416,64 €;30,00%;46.105148;0.906349
8302;Communes;MONTHERME;Transition écologique;Remplacement de trois chaudières gaz de la mairie, du bâtiment des services techniques et du bâtiment communal, par des chaudières gaz à condensation;14 744,00 €;7 372,00 €;50,00%;49.907549;4.764023
28110;Communes;Le Coudray;Transition écologique;Remplacement de la chaudière de l’école Jules Verne;14 755,00 €;7 300,00 €;49,47%;48.424794;1.499391
26336;Communes;SAOU;Préservation du patrimoine;Rénovation de l’ancien moulin à huile  de noix et mise en place de vannes sur le canal d’alimentation du moulin;14 787,23 €;5 915,00 €;40,00%;44.642727;5.069165
59566;Communes;SEQUEDIN;Transition écologique;Remplacement des huisseries au pôle solidaire;14 800,00 €;7 400,00 €;50,00%;50.625367;2.985266
1151;Communes;Druillat;Transition écologique;Remplacement des menuiseries extérieures de la mairie ainsi que des éclairages classiques par des Leds;14 811,00 €;5 924,00 €;40,00%;46.0702021;5.3035452
35250;Communes;SAINT-ARMEL;Préservation du patrimoine;Mise en sécurité des cloches de l’église;14 862,00 €;5 900,00 €;39,70%;48.014407;-1.577307
63232;Communes;Mons;Hors thématiques DSIL relance;la mise aux normes PMR du restaurant l’Alambic;14 946,66 €;4 484,00 €;30,00%;46.000919;3.43237
39041;Communes;Baume-les-Messieurs;Préservation du patrimoine;Travaux de purges manuelles de sécurisation à la grotte du Dard;14 980,00 €;7 490,00 €;50,00%;46.705988;5.646467
11319;Communes;Roquefère;Résilience Sanitaire;réseau d’assainissment du bourg;14 990,00 €;4 497,00 €;30,00%;43.382423;2.38195
44033;Communes;CHAPELLE-LAUNAY;Préservation du patrimoine;Réhabilitation presbytère (salles associatives, réception, logements, …).Trche 1. Diagnostic architectural et sanitaire du bâtiment ;15 000,00 €;6 000,00 €;40,00%;47.362448;-1.975363
62672;Communes;PUISIEUX;Hors thématiques DSIL relance;Mise aux normes PMR de la mairie;15 004,76 €;3 751,19 €;25,00%;50.11511;2.690608
67178;Communes;GUNGWILLER;Préservation du patrimoine;Remplacement des vitraux du temple protestant;15 025,00 €;6 000,00 €;39,93%;48.880455;7.15784
23065;Communes;COLONDANNES;Transition écologique;Achat d'un véhicule électrique;15 111,49 €;12 089,19 €;80,00%;46.291581;1.620792
80793;Communes;Vignacourt;Transition écologique;réhabilitation de la salle communale (partie rénovation énergétique);15 121,62 €;10 451,53 €;69,12%;50.007427;2.192022
67400;Communes;RIEDSELTZ;Transition écologique;Remplacement de l’éclairage public pour du LED;15 160,00 €;7 580,00 €;50,00%;48.990956;7.950918
39501;Communes;Sampans;Transition écologique;Remplacement de l'éclairage public en LED du stade de football et du lotissement Mont Joly;15 270,00 €;4 581,00 €;30,00%;47.125386;5.459437
34043;Communes;Buzinargues;Préservation du patrimoine;sécurisation et réfection de la toiture de l’église ;15 320,00 €;12 256,00 €;80,00%;43.771116;4.001356
asso40500000000000;Autres;Société des sciences historiques naturelles de l’Yonne;Hors thématiques DSIL relance;Mise aux normes de toilettes pour le public (Maison des écrivains Marie Noël).;15 326,00 €;9 637,00 €;62,88%;47.79427402092088;3.5723567406041523
10020;Communes;Avant-les-Marcilly;Préservation du patrimoine;Réfection de la toiture aile gauche de l’église;15 439,50 €;4 630,00 €;29,99%;48.434985;3.561178
97134;Communes;Vieux-habitants;Résilience Sanitaire;appel à projet covid -protocole rentrée 2020;15 494,48 €;12 395,58 €;80,00%;16.063398;-61.751823
241900133;EPCI;Communauté de Communes de Ventadour-Egletons-Monédières;Transition écologique;Rénovation thermique de la maison de l’enfant;15 677,10 €;12 541,68 €;80,00%;45.293280459194065;2.1676604922503
42065;Communes;Mairie de Civens;Préservation du patrimoine;Réfection du toit de l’église;15 747,00 €;12 000,00 €;76,20%;45.779681;4.250082
33109;Communes;Castres-Gironde;Transition écologique;Réfection complète des toitures du CCAS et du Foyer isolation;15 754,30 €;8 664,87 €;55,00%;44.687177;-0.453383
85148;Communes;MONTREUIL;Transition écologique;Aménagements communaux pour rénovation énergétique;15 778,00 €;6 856,00 €;43,45%;46.405873;-0.83537
80285;Communes;Essertaux;Transition écologique;réhabilitation salle de conseil : isolation, mur, sol, chauffage;15 804,00 €;12 643,20 €;80,00%;49.740906;2.245036
39170;Communes;Courlans;Transition écologique;Sécurisation des parkings communaux de la mairie et du centre du village par de l'éclairage public en LED ;15 842,00 €;3 960,50 €;25,00%;46.675987;5.492327
2818;Communes;VILLIERS-SAINT-DENIS;Transition écologique;Remplacement des portes de l'école;15 879,00 €;12 703,20 €;80,00%;48.994724;3.262924
69024;Communes;VAL D’OINGT;Transition écologique;Rénovation thermique ;15 882,20 €;7 036,00 €;44,30%;45.940307;4.570242
71209;Communes;Frontenaud;Transition écologique;Achat véhicule électrique;15 943,00 €;3 986,00 €;25,00%;46.546274;5.294248
16255;Communes;Parzac;Préservation du patrimoine;Restauration intérieure de l’Église;15 982,24 €;3 995,56 €;25,00%;45.929848;0.420674
60203;Communes;DUVY;Transition écologique;réfection de la toiture de la mairie;16 083,30 €;7 398,70 €;46,00%;49.23464;2.85084
85185;Communes;PUYRAVAULT;Préservation du patrimoine;réfection de la toiture et de la façade de l’école (étanchéité);16 167,80 €;4 850,34 €;30,00%;46.373637;-1.081385
87036;Communes;Champsac;Transition écologique;Mise aux normes électriques et pose de volets roulants dans les logements communaux;16 177,65 €;4 853,30 €;30,00%;45.703243;0.958984
73250;Communes;Saint-Julien-Mont-Denis;Hors thématiques DSIL relance;accessibilité PMR de l'école de musique;16 293,00 €;10 000,00 €;61,38%;45.255801;6.406545
39210;Communes;Équevillon;Transition écologique;Eclairage public en LED;16 327,70 €;4 898,31 €;30,00%;46.758443;5.937905
1009;Communes;Andert et Condon;Transition écologique;Remplacement de la chaudière du bâtiment mairie-salle polyvalente;16 333,00 €;4 899,00 €;29,99%;45.788148;5.664109
67071;Communes;BUST;Transition écologique;rénovation de l’éclairage public dans les rues de la commune;16 335,00 €;5 227,00 €;32,00%;48.829491;7.235015
35223;Communes;PLELAN LE GRAND;Préservation du patrimoine;Travaux de réparation des églises St Pierre et St Etienne ;16 338,00 €;10 000,00 €;61,21%;47.988213;-2.098177
80316;Communes;Flesselles;Transition écologique;rénovation énergétique de la halle de tennis couvert passage aux leds;16 340,00 €;4 902,00 €;30,00%;49.999462;2.260587
62434;Communes;LA HERLIERE;Transition écologique;Rénovation d'une ancienne salle d'école;16 351,79 €;3 270,36 €;20,00%;50.210068;2.556827
15254;Communes;VEYRIERES;Transition écologique;Remplacement de la chaudière fuel par une pompe à chaleur;16 416,00 €;9 850,00 €;60,00%;45.319119;2.373906
33346;Communes;Puybarban;Transition écologique;Changement de la chaudière au fioul de l’école communale;16 473,00 €;9 060,15 €;55,00%;44.542143;-0.073508
245614383;EPCI;Questembert Communauté;Transition écologique;Plan vélo stationnement vélo sécurisé dans les gares du territoire;16 550,00 €;4 138,13 €;25,00%;47.682226051699914;-2.4492024144575506
6106;Communes;Roquestéron;Hors thématiques DSIL relance;Accessibilité des ERP – aménagement de toilettes publiques en PMR;16 586,00 €;4 975,80 €;30,00%;43.865678;7.015892
21103;Communes;Brazey-en-Plaine;Transition écologique;Remplacement de la chaudière du gymnase;16 605,10 €;10 200,00 €;61,43%;47.138103;5.214152
76719;Communes;VALMONT;Hors thématiques DSIL relance;extension systeme videoprotection;16 632,96 €;4 158,24 €;25,00%;49.742754;0.509706
63113;Communes;Clermont-Ferrand;Transition écologique;Rénovation énergétique : remplacement des menuiseries extérieures de la crèche de Monferrand;16 666,00 €;7 333,00 €;44,00%;45.7866588;3.106378
35085;Communes;COMBOURG ;Transition écologique;Mise en place de garages à vélos sécurisés sur site ferroviaire ;16 676,00 €;8 338,00 €;50,00%;48.41197544;-1.729469
54528;Communes;Toul;Transition écologique;Travaux de modélisation de la Cathédrale Saint-Etienne;16 750,00 €;8 375,00 €;50,00%;48.681032;5.90155
82061;Communes;Feynerols;Transition écologique;Rénovation énergétique de la mairie;16 763,12 €;13 410,00 €;80,00%;44.141;1.826
62636;Communes;OFFRETHUN;Transition écologique;réfection de la toiture de l’école communale;16 788,82 €;9 233,85 €;55,00%;50.786411;1.696726
57584;Communes;RIMLING;Transition écologique;Tv désamiantage, étanchéité et isolation thermique garage municipal;16 791,00 €;8 396,00 €;50,00%;49.096713;7.266436
81070;Communes;Couffouleux;Transition écologique;aménagement d’un chemin pour piètons et cyclistes;16 939,00 €;8 469,00 €;50,00%;43.797573;1.727644
67180;Communes;HAGUENAU;Transition écologique;Mise en place d’une chaudière à condensation à l’école maternelle Saint Joseph;16 960,00 €;8 480,00 €;50,00%;48.812363;7.774191
28342;Communes;Saint Jean Pierre Fixte;Transition écologique;Installation d’une pompe à chaleur pour les bâtiments communaux;17 013,00 €;8 500,00 €;49,96%;48.293192;0.836472
28330;Communes;Villemaury;Transition écologique;Remplacement de chaudières murales gaz par des chaudières gaz à condensation dans les logements communaux;17 164,00 €;13 700,00 €;79,82%;48.0489892;1.4500712
39173;Communes;Cousance;Hors thématiques DSIL relance;Réfection de la toiture de l'école;17 204,40 €;6 021,54 €;35,00%;46.531383;5.380318
247103765;EPCI;CC Entre Saône et Grosne ;Transition écologique;Remplacement des éclairages intérieurs de la salle multi sports de senneccey le grand;17 392,00 €;6 957,00 €;40,00%;46.64039329099536;4.861301311522346
28269;Communes;Morancez;Hors thématiques DSIL relance;Equipement de 7 classes en vidéo projecteurs interactifs;17 417,00 €;8 700,00 €;49,95%;48.405054;1.492894
15125;Communes;MENTIERES;Transition écologique;Changement des menuiseries extérieures de l'ancien presbytère;17 469,00 €;6 988,00 €;40,00%;45.09834;3.141011
80001;Communes;Abbeville;Transition écologique;rénovation thermique de l’espace 1901 – local archives;17 505,00 €;14 004,00 €;80,00%;50.105796;1.828904
39504;Communes;Sarrogna;Résilience Sanitaire;Implantation d'une réserve incendie souple de 120m3;17 574,00 €;9 665,70 €;55,00%;46.47039;5.612392
15129;Communes;MONTBOUDIF;Transition écologique;Rénovation énergétique bâtiment de la mairie;17 770,00 €;5 331,00 €;30,00%;45.371818;2.732608
19181;Communes;Saint-Augustin;Transition écologique;Dossier 2020 – amélioration énergétique des logements communaux au-dessus de la mairie;17 800,00 €;10 680,00 €;60,00%;45.438135;1.839123
35119;Communes;GENNES SUR SEICHE;Transition écologique;Éclairage leds salle des sports;17 900,00 €;8 950,00 €;50,00%;47.989415653;-1.124542
